id,label
11972,0.997787
10588,0.999949
1701,0.997317
2661,0.974820
10848,0.991378
8374,0.000808
1159,0.005387
11174,0.976652
10444,0.995939
10701,0.995439
4174,0.814560
3761,1.000000
12345,0.000007
12381,1.000000
8271,0.964937
4234,0.494368
8341,0.999363
11499,0.000009
5927,0.000028
5304,0.839297
2296,0.026120
6188,1.000000
12228,0.993724
6539,0.998267
3204,0.276948
3866,0.000016
9773,0.081712
10233,0.894311
1515,0.244174
10170,0.000000
135,0.000050
11837,0.117248
9951,0.000000
7514,0.498164
8952,0.999682
6244,0.989258
11645,0.999745
1945,0.014141
3086,0.694758
4118,0.470629
7619,0.000000
2598,0.942378
7115,0.203024
4362,1.000000
3846,0.589097
6186,0.485698
3958,0.000021
4831,0.004394
11693,0.000006
9091,0.000001
9308,0.002749
8313,0.000456
12387,0.000457
4610,0.000000
8759,0.000638
1803,0.999996
7888,0.000012
9695,1.000000
12305,0.677705
7530,0.998808
6784,0.001333
6407,0.000008
5218,0.998350
205,0.000000
415,0.991317
2149,0.000000
11190,0.000067
5182,0.000000
8578,0.567132
12428,0.000417
2559,1.000000
8428,0.323708
4321,0.999560
5920,0.000041
10770,1.000000
7064,0.000008
9053,0.017328
11071,0.999915
1948,1.000000
1021,0.377656
6793,0.355589
612,0.952853
4455,0.000000
9406,0.000295
951,0.000000
12350,0.773278
11694,0.650893
12370,0.000904
4210,1.000000
6340,0.963311
2100,0.000020
10482,0.000014
3174,0.001188
11249,0.946123
44,0.847140
1391,0.001739
6256,0.000108
9963,0.000000
11092,1.000000
3516,0.001112
9820,0.000000
7073,0.964396
7303,0.000075
11203,0.039902
4824,0.999406
418,1.000000
11647,1.000000
12134,0.544615
4108,0.997748
9960,0.031966
390,0.000075
4861,0.687405
1864,0.000026
7508,0.000193
12184,1.000000
8104,0.034550
7919,0.000382
5893,0.998141
3626,0.950010
10752,0.428973
4293,0.047395
4288,0.000063
7313,0.000000
4634,0.000015
11025,0.002202
7748,1.000000
9224,1.000000
7040,0.015829
3165,0.000071
8753,0.000000
9990,0.737568
6772,0.813613
1541,1.000000
439,0.727836
6966,0.000017
5649,1.000000
3798,0.001034
3143,0.999988
5794,1.000000
1768,0.857474
5071,0.999989
1991,0.999977
8729,0.991483
2421,0.000001
3979,0.999999
4090,0.985700
9897,0.000820
339,0.013596
4446,0.013336
3541,0.014069
8325,0.746010
1898,0.000873
2597,0.000003
1998,1.000000
5309,0.000002
5960,0.000000
7212,0.498661
6342,0.859744
2639,0.000002
9270,0.681444
7509,1.000000
10534,1.000000
833,0.999987
8016,0.249313
10510,0.242878
4374,0.000001
7298,0.893507
7199,0.088891
10718,0.300814
1781,1.000000
6806,1.000000
12174,0.772101
6576,0.000004
9395,0.140740
11213,0.999054
10136,1.000000
146,1.000000
7519,0.013516
5830,0.000000
7346,1.000000
10579,0.601960
9576,0.609642
1652,0.248855
179,0.500142
4390,0.935508
10862,0.000359
3722,0.994885
1492,0.001542
9890,1.000000
11220,0.054500
2468,0.733983
10590,0.000001
12039,1.000000
1430,0.983527
6511,0.816519
11949,0.103717
590,0.999938
8684,0.000472
5238,1.000000
10726,0.103658
4272,0.793719
2778,1.000000
10154,0.075405
10759,0.059294
6140,0.999999
8205,0.999911
12203,0.196556
3386,0.000005
4160,0.052168
11084,0.836047
10816,0.197336
3951,0.000000
10273,0.001009
11872,0.000127
210,0.000001
3905,0.985871
980,0.999874
7786,0.002376
4315,0.998227
7060,0.000291
1644,1.000000
2271,0.999266
11056,0.000348
11995,0.000497
12036,0.000006
7213,1.000000
5596,0.989239
2409,0.998209
5184,0.000002
5680,1.000000
3017,0.154752
2945,0.998415
2826,1.000000
1860,0.993848
7398,0.836397
8370,0.001470
10192,0.974160
8423,0.023661
10605,0.429304
2102,0.513804
9593,0.000004
1748,0.001553
9498,0.073530
6582,0.572120
6934,0.996757
4775,0.041422
1163,0.019101
10898,0.809451
6736,0.000000
9222,1.000000
2667,0.009133
1674,0.680438
7012,0.000002
5303,0.000513
751,0.039389
2278,0.009477
1439,0.000278
504,0.013916
3118,0.000088
10053,0.781141
977,0.378736
3542,0.999998
9274,0.985372
539,0.035339
8228,1.000000
4285,0.001331
3416,0.907248
11774,0.888741
7547,0.999967
1036,0.926535
9918,0.999998
2217,1.000000
3581,0.201797
11504,0.000000
6046,0.999795
10793,0.063475
9818,1.000000
1601,0.000008
8973,0.823435
3824,0.998922
6763,0.778985
6823,0.814989
6580,0.986665
6837,0.081782
6910,0.622073
846,0.997663
9542,0.001495
6562,0.006887
922,0.999958
10016,0.000933
274,0.000030
3217,0.591317
7363,0.000507
10686,0.000236
4871,1.000000
10902,0.999999
3921,1.000000
11223,0.064818
6222,0.038603
12211,0.001217
6281,1.000000
11214,0.000065
5325,0.000009
7913,1.000000
8339,0.953146
9967,1.000000
1324,0.000123
459,0.998905
420,1.000000
1406,0.000000
3424,0.237531
7878,0.000222
1471,0.999812
8837,1.000000
3404,0.000047
1538,0.999993
5623,0.000000
267,0.000002
1083,0.996339
9588,0.007487
10074,0.000237
289,0.999968
4436,1.000000
1984,0.724100
3694,0.000085
2991,0.000000
6034,0.002694
5988,0.939382
774,0.205592
3341,0.004698
2954,0.000460
4758,0.012266
12169,0.000005
5484,0.680116
2418,0.001607
11154,1.000000
10974,1.000000
585,0.998729
4042,0.969423
2359,1.000000
8479,0.633802
579,0.000000
11323,0.000000
840,0.086981
5230,0.675898
285,0.006674
1524,0.000140
6671,0.999992
1588,0.000026
10740,0.001597
5142,0.000000
6232,0.691632
1742,0.978733
2705,0.000366
6460,1.000000
6724,0.004175
10287,0.000000
8742,0.019134
1208,0.001031
8186,0.005309
6925,0.000323
10157,0.008252
3940,0.999995
1577,0.783997
6035,0.000378
6443,0.919460
406,0.999879
4217,0.091459
7518,0.817235
10017,0.000000
7054,0.999984
6229,0.999987
12340,0.000017
8766,0.000004
1821,0.997597
2224,0.685417
10748,0.000008
2064,0.999990
5942,0.000096
6498,0.002394
10649,0.002326
11337,0.629776
3858,0.999236
9799,0.775974
2427,0.000000
4686,0.000000
5259,0.068412
2996,0.999836
1830,0.000000
7113,0.000000
3681,0.014281
2606,0.709554
3777,0.040646
5544,0.000011
11730,0.442447
4826,1.000000
1505,0.019677
11901,0.319358
3474,0.000948
9768,0.997465
1161,0.120570
1884,0.978042
7232,0.279160
3459,0.986174
10715,1.000000
8819,0.988962
425,0.989253
12023,0.990003
6950,0.576862
8688,0.000093
1069,0.439273
10390,1.000000
8888,1.000000
10744,0.906801
5662,0.907729
7209,0.995841
1520,0.008486
544,0.861247
4171,1.000000
10202,1.000000
6978,0.773414
7853,0.999999
11241,0.998310
4332,0.004523
2346,0.000016
7331,0.717094
171,0.208353
8162,1.000000
11747,0.000000
2018,0.000005
3881,0.001825
6802,1.000000
1609,0.999311
8567,0.008072
8345,0.000002
15,0.000084
9066,0.946503
3925,0.996965
4220,0.011531
2114,1.000000
1735,0.062658
3299,0.006498
6843,1.000000
4122,0.983091
2872,0.011418
9747,1.000000
4289,0.990723
4287,0.999823
1114,1.000000
4788,1.000000
6416,0.000000
11823,0.974397
1198,0.000000
10627,0.000054
9284,0.981979
7087,0.002028
6095,0.001095
2066,0.000262
6994,1.000000
11986,0.998647
10350,0.999989
4846,0.865219
2508,0.000211
350,0.998936
7631,1.000000
4236,0.001592
12038,0.998011
6707,1.000000
4509,0.008196
1117,0.000059
4280,0.000051
4494,0.999896
3673,0.016558
9281,1.000000
4567,0.826184
9220,0.014828
8167,0.146684
5720,0.004080
9565,1.000000
9278,0.005741
5099,0.009350
2280,0.997861
8024,0.802061
3211,0.000000
1751,0.999704
2328,0.000000
4614,0.024012
3089,0.999948
717,0.124649
10882,0.502589
2291,0.975629
10917,0.394746
3385,1.000000
5617,0.947803
7698,0.000001
1552,0.028297
1010,0.999890
5287,0.000000
5598,0.014604
3618,0.000138
1047,0.007780
6374,0.432473
2259,0.942332
8029,0.109381
3831,0.000000
1630,1.000000
10769,0.987495
9969,1.000000
4483,0.974826
8767,0.999990
5829,0.998159
4490,0.000082
2269,0.680825
4502,0.999682
11982,0.999405
9337,0.000000
10070,0.996826
7744,0.000000
10379,0.992311
10998,1.000000
8359,0.000001
8252,0.000197
8204,0.000211
9115,0.999831
5250,0.002175
10085,0.973764
3366,1.000000
778,0.003083
10406,0.903975
979,0.999914
10168,0.633468
3751,0.667669
1798,0.003101
11829,1.000000
3814,0.998222
9687,1.000000
261,0.000003
9770,0.360402
2286,0.257423
7158,0.494212
11410,0.534948
4633,0.347917
1852,0.060480
3837,0.453403
499,1.000000
6973,0.000000
5377,1.000000
9628,0.043466
7255,0.760313
8008,1.000000
8373,0.000000
7587,0.683840
3077,0.000003
1725,0.997496
5415,0.005757
10348,0.570041
9100,0.400789
8687,0.123975
8900,0.105558
11761,1.000000
2082,0.751615
12461,1.000000
10,0.022068
4211,0.000331
12403,0.999999
5243,0.995961
11477,0.001528
7835,0.771428
10878,0.000000
12476,0.864917
4996,1.000000
6238,0.008932
1872,0.686839
31,0.999584
5841,0.010152
3615,0.075896
11380,0.806566
4368,0.000000
609,0.000000
3622,0.005686
5555,0.872541
2404,0.741306
9141,0.619987
12070,0.000000
9736,0.653547
9116,0.634105
5254,0.124189
422,0.999691
9558,0.743011
6943,0.000000
9764,0.999999
6192,0.861647
3250,0.022393
9438,0.000749
8609,0.991618
12429,0.530834
11801,1.000000
999,0.000023
8510,0.843496
7145,0.000733
8933,0.999861
12286,0.000184
10704,0.019314
2772,0.023360
5065,0.001018
1065,0.022983
12333,0.999807
9209,0.005733
8163,0.000000
6462,0.999935
8723,0.000000
5677,0.999999
5228,1.000000
10176,0.999695
2341,0.000000
12376,0.618508
4424,1.000000
12137,0.008471
10610,1.000000
9075,1.000000
9511,0.000291
5678,0.000001
3465,0.000097
5249,0.881700
3419,0.999999
9367,0.248481
1953,0.001228
4897,0.986281
8704,0.276910
1458,0.696154
4750,0.997744
1280,0.999872
8159,1.000000
12442,0.020554
8555,0.000043
7361,0.999939
5630,0.944807
8172,0.021484
12075,0.992597
635,0.788543
8308,0.009116
7628,0.825441
10007,0.000042
780,0.967005
2289,0.000000
9455,0.000014
4191,0.999800
1771,0.112028
11231,0.984663
5667,0.758273
5975,1.000000
7422,0.631367
10039,1.000000
3522,0.999254
3379,0.041393
2231,0.000000
10637,0.037520
6152,0.000290
5909,0.123215
10543,0.077080
9891,1.000000
2756,1.000000
3591,0.014771
491,0.993331
6369,0.000000
4072,1.000000
2849,0.171498
7550,0.924870
5822,0.864253
2021,0.038247
8378,0.994651
1054,1.000000
3115,0.824847
11442,1.000000
3164,0.000008
12362,0.974893
758,0.000323
8702,0.792855
10165,0.506711
11285,0.212979
11767,0.993645
231,1.000000
784,0.913055
10470,0.000000
2204,0.999992
10906,0.086257
10969,0.003303
871,0.999709
5328,1.000000
1847,0.000148
3978,0.188060
7517,1.000000
9948,0.518653
8058,1.000000
3969,0.999681
9180,0.000043
2454,0.125664
6401,0.000216
1400,1.000000
7179,1.000000
6296,0.054752
11809,1.000000
5551,0.999999
5175,0.494838
11037,1.000000
8367,0.000202
7475,1.000000
2037,0.680379
9966,0.000151
8892,1.000000
3438,0.000045
4221,0.000560
7374,0.999973
8268,0.000007
6018,0.005518
2382,0.411697
1268,0.291439
2190,0.000059
200,0.563817
4636,0.328587
7068,1.000000
11740,1.000000
9935,0.999999
4152,0.999998
8724,0.000011
10284,0.999999
1045,0.111945
9562,0.000093
1687,0.868979
4134,0.000005
4060,0.000000
10493,0.005925
12206,0.999981
5115,0.165908
4237,0.976316
8231,0.000000
5447,0.929835
10930,0.876804
58,0.000017
11073,0.549527
816,0.998897
6628,1.000000
11434,0.032848
2215,1.000000
6213,0.005650
11785,0.997041
6294,0.574279
11697,1.000000
6181,0.388844
7167,0.000000
581,0.999999
12138,0.000161
993,0.091925
12478,0.842297
5268,0.861157
6979,0.001103
78,1.000000
4150,0.002746
7330,0.000000
7101,0.086790
2759,0.999766
7393,0.987978
11762,0.999157
8322,0.530728
6636,0.999987
5107,0.995656
8190,0.871776
1592,0.260217
2263,0.999994
8680,0.011071
3243,1.000000
3968,0.999879
11670,1.000000
2371,0.001238
11834,0.452128
10576,0.000004
7851,0.001368
7079,0.943513
9838,0.011000
7046,0.000109
4087,0.000028
2314,0.872639
5427,1.000000
6080,0.999991
424,1.000000
4055,0.598944
2339,0.856184
4471,0.099491
7438,0.000037
5742,0.999465
9882,0.995400
10518,0.992874
2268,0.000000
277,1.000000
5810,0.307852
6406,0.999995
2075,0.000329
5760,0.752685
225,0.999650
9557,0.345418
10794,0.999978
6965,0.042964
1073,0.000000
430,0.999987
9147,0.000001
10553,0.004240
216,0.067698
9071,0.252589
465,0.000370
9849,1.000000
2813,0.651427
482,0.999860
8425,0.004664
109,0.938276
10317,0.999970
9721,0.000000
43,1.000000
9946,0.717198
5334,0.000002
5696,0.115667
1901,0.000001
7142,1.000000
2273,0.000000
867,0.000086
12,0.999977
921,0.000000
3606,1.000000
11022,0.000001
4656,0.999071
8404,0.000131
2600,0.705014
1683,0.008898
4544,0.000033
11305,0.922062
6079,0.999934
6919,0.000000
8658,0.990497
7390,0.999948
2761,0.923090
10654,0.000021
10719,1.000000
4491,0.999995
5856,0.086299
2764,0.000501
2655,0.000000
5452,0.000018
1168,0.182302
8292,0.976626
4354,0.999914
4466,0.633121
7248,0.999938
10687,0.013007
7260,0.994447
2004,0.998859
6839,0.721047
11673,1.000000
8797,1.000000
12146,1.000000
8267,0.999989
11315,0.000026
1175,0.995508
3418,0.000000
3697,1.000000
3205,0.000003
616,0.999786
5758,0.064182
2796,0.999494
9726,0.000013
2408,0.000038
11207,0.000000
10558,0.991155
5713,0.000174
1562,0.999065
2623,0.000049
9452,0.001020
9698,1.000000
5225,0.919422
3320,0.000000
2548,0.594147
5967,0.000237
5897,0.184714
10182,0.003809
1894,0.000000
9381,0.787071
3663,0.225457
728,0.000000
598,0.741084
5646,0.006083
4830,0.002660
9486,0.000020
8125,0.000054
10500,0.999983
1270,0.000000
2730,0.999465
9961,0.110558
12062,1.000000
11756,0.643320
6589,1.000000
7136,0.999988
2180,1.000000
3403,0.002496
1327,0.859792
11692,0.000000
7593,0.027784
11516,0.999937
12297,0.000118
11520,0.983605
10131,0.883893
5372,0.000879
10532,0.591970
7107,0.269820
10674,0.000004
6773,0.998491
2311,0.822370
4079,0.007654
7461,1.000000
6928,0.984233
5004,1.000000
3192,0.827800
1016,0.625659
10780,0.000010
5423,0.000000
8889,0.999870
7405,0.000159
9720,0.547465
834,1.000000
3845,0.000025
10849,0.000175
8929,0.000000
9375,1.000000
238,0.837927
6131,0.044732
10160,0.000442
733,0.000000
10721,0.000000
4635,1.000000
5823,0.000017
1704,0.980314
6776,0.000102
2860,0.349474
6083,0.000043
7024,0.000022
9510,0.948578
8476,1.000000
9417,1.000000
10208,0.991178
9898,0.000032
2162,0.000013
10479,0.983455
5157,1.000000
237,0.000193
11759,0.999611
11524,0.229696
5888,0.007047
4460,0.410924
8457,1.000000
9735,0.000020
2284,0.947273
9972,0.004109
42,1.000000
11320,0.642778
1456,0.032863
9335,1.000000
10911,0.850898
4114,0.000000
5299,0.891596
9227,0.200118
3544,0.900156
11260,0.000003
6652,1.000000
2141,0.000000
1708,0.183735
5408,0.000001
3941,0.983471
7630,0.009303
7094,0.000000
11276,0.000001
2133,0.000020
9342,1.000000
10185,0.996836
5347,0.999757
6851,0.000164
645,0.491320
3193,0.000364
9561,0.000064
2965,0.000000
528,0.987214
5508,0.999698
6529,0.999793
7708,0.002155
2501,0.000017
7641,0.999936
4279,0.000048
12309,0.000738
10933,0.551823
6509,0.001994
9188,0.982342
66,0.654213
8995,0.320490
4454,0.029056
5825,0.702706
4853,0.000010
8760,0.000160
11790,0.999311
7849,0.714769
4991,0.000000
5129,0.219308
6995,0.212815
10448,1.000000
11556,0.008441
57,0.999901
9473,0.931512
1263,0.679645
10851,0.999858
1072,0.836926
8405,0.000015
6061,0.000256
9175,0.970850
11945,0.000001
7033,0.003446
3682,0.999739
11591,0.000298
12168,0.032595
8441,0.584061
5614,0.620316
1448,0.016871
1403,0.020509
10245,1.000000
9255,1.000000
7734,1.000000
6648,0.931923
4618,0.828578
9788,0.939148
4172,0.494367
3772,0.969912
10080,0.997773
4499,0.996793
5784,0.999226
1302,0.008160
243,0.000130
7647,0.999987
1675,0.449759
9796,0.000001
10469,0.000000
7289,0.050850
11838,1.000000
6368,0.998814
363,1.000000
7750,0.034180
2370,0.067908
1739,0.913303
10940,0.999998
10826,0.997577
7334,0.923194
2906,0.000000
10831,0.931208
10069,0.006958
11881,0.343143
6549,0.998362
10755,1.000000
10088,0.000000
2397,0.000088
1451,0.588325
8629,0.999950
809,0.999855
7221,0.004289
6237,0.780206
4076,0.001705
5681,0.171863
3034,0.000000
9493,0.999960
232,0.017056
4752,0.348054
3014,0.000000
5613,0.999959
8524,0.001562
3896,0.999987
11754,0.007349
9346,0.997101
3342,0.000573
7185,0.000238
12022,0.993721
7911,0.999869
830,0.097389
7687,0.000000
3850,0.000025
9086,0.999914
11204,0.999996
98,0.537860
7574,0.860507
2603,0.000249
12335,0.590103
8117,0.755350
3692,0.000000
7553,0.992830
2131,0.000001
3018,0.985910
5510,0.783029
6633,0.000182
4582,0.000288
4825,0.840395
6481,0.844503
701,0.027395
6800,0.646462
5923,0.553578
5217,0.975419
10037,0.394969
2885,0.618319
5212,0.839798
4305,0.597034
12392,0.998879
2691,1.000000
2074,0.372320
8880,0.015733
5983,0.488864
139,0.562075
4835,0.975585
5817,0.000626
1722,1.000000
7773,0.006973
5395,0.999998
209,0.097247
807,1.000000
12047,0.000025
8283,0.999761
750,0.999917
4527,0.728605
2845,0.999846
3177,0.000126
176,0.999894
2324,0.924471
7174,0.000141
11991,0.041188
8143,0.989079
736,0.349483
8962,0.000062
11119,0.123243
1432,1.000000
10871,0.000638
1394,0.000000
5443,1.000000
8643,0.173393
9159,0.998413
1818,0.000016
2034,0.001462
5121,0.907891
5003,1.000000
11373,0.000000
8639,0.000000
6239,1.000000
6272,0.000000
4844,0.016049
8955,0.001010
7119,0.999949
156,0.000538
6704,0.945151
8948,0.860978
11599,0.000330
10465,1.000000
10014,0.129630
7050,0.000090
3399,0.999757
4457,1.000000
11053,0.751138
4039,0.907850
8358,0.769804
2839,0.492740
1486,0.999791
8739,0.998373
7506,0.000087
10055,0.000133
1709,0.000000
8701,0.000018
2210,0.999995
116,0.000124
427,0.003613
5039,0.000002
5972,0.969173
2567,0.000039
11874,0.942026
2854,0.000004
9777,0.999458
2375,0.000196
4037,0.000828
10549,0.000009
7564,0.995400
6733,0.238676
7051,0.986769
7985,0.614976
9425,0.000382
9974,0.000000
9195,0.000000
2760,0.174356
2152,0.000001
2701,0.001394
9394,0.999993
4995,0.000000
4029,0.002474
9892,0.000000
1546,0.824160
8891,0.999999
2455,0.590045
2080,0.824587
9740,0.384307
3640,0.515862
1355,0.000000
12103,0.000001
5343,0.999956
10768,1.000000
9928,0.000002
2593,0.157997
3586,0.080602
9803,0.000000
9359,0.513599
5653,0.655748
5266,0.999994
4468,0.566222
4101,0.000040
6,0.000001
6234,0.028325
5679,0.000000
4020,0.615486
4669,0.960422
10896,0.993908
9733,0.068636
11755,0.000018
9197,0.000277
6892,0.748914
7879,0.000001
5365,0.000188
91,0.086932
6627,0.770023
8114,1.000000
2729,0.013183
4506,0.004211
6364,0.001210
3150,0.279937
859,0.000193
858,0.999097
1334,0.999445
7454,0.999999
262,0.979033
4820,1.000000
8072,0.842943
10410,0.000021
1764,1.000000
2835,0.997796
10611,0.005772
7155,0.000364
2493,0.000000
1390,0.027459
6285,0.881203
6092,0.000342
6905,0.000020
6071,0.000376
7278,0.003543
4353,0.871448
1353,1.000000
1417,0.000030
1377,0.931301
10018,0.000019
409,0.059848
4776,0.520497
12149,1.000000
3778,1.000000
7072,0.647428
7067,0.000000
5429,0.000256
1422,0.022164
10119,0.984461
10394,0.000010
4277,0.000038
10274,0.002086
1487,0.002200
10005,0.000000
1149,1.000000
5092,0.983184
7690,0.000000
6052,0.000001
5904,1.000000
8232,0.000015
5539,1.000000
7510,0.945564
1425,0.007404
5103,0.001504
10397,0.000334
2390,0.001525
10224,0.005252
2873,0.000000
2608,0.001977
8554,0.006219
8115,0.000452
3448,0.000059
8993,0.686273
7813,0.999657
9042,0.000247
1447,0.283440
9528,0.000374
8967,0.079857
5979,0.592346
5363,0.380393
5159,0.645431
2743,1.000000
7204,0.222191
6778,0.013090
11827,0.971305
5659,0.000038
7614,0.012028
164,0.801721
3826,0.987038
4192,1.000000
9177,0.703653
11486,0.999998
8931,0.000000
2939,1.000000
8343,1.000000
9210,0.000114
11358,0.982825
1312,0.991610
428,0.000132
8216,1.000000
6087,0.989863
10400,1.000000
6568,0.000005
10230,0.019370
10652,0.000322
5248,0.020111
4247,0.999965
3594,0.030094
10477,0.003036
8692,0.000000
3671,0.001905
7639,0.000000
5134,0.000000
5241,0.898934
7310,0.002002
8350,0.999885
10811,0.999975
4864,0.208461
4655,0.000000
9962,0.986762
5597,0.021327
10386,0.000770
5193,0.036201
10723,0.999297
2178,0.413954
8414,1.000000
10166,0.996283
3879,0.063354
12269,0.718676
1361,0.000109
5283,0.388438
1351,1.000000
9636,0.011177
11188,0.544265
8276,0.864445
2814,0.000000
9253,0.999002
11351,0.000724
1081,0.985463
7075,0.999740
5567,1.000000
5965,0.999550
12040,0.999902
4807,0.105318
10560,0.001240
6663,0.998441
603,0.000077
9950,0.000004
5638,0.025243
10494,1.000000
6302,0.598860
11156,0.000001
9604,0.553049
5324,0.505673
3784,1.000000
1205,0.645583
12367,1.000000
7233,0.014869
12201,0.477102
9432,0.097276
8966,0.995714
2801,0.119359
8560,0.994889
10990,1.000000
11653,0.000313
3183,0.007369
6641,0.689428
8113,1.000000
6444,0.033720
3145,0.998719
9877,0.000787
10077,0.000000
6005,0.751986
6190,0.000000
10443,0.736403
6201,0.999998
7824,0.000001
389,0.955199
1314,0.785437
9880,1.000000
4951,0.000187
4267,1.000000
7499,0.700693
6880,0.005731
10076,0.362969
5002,0.000818
11104,1.000000
7871,0.144141
2993,0.078505
4259,0.999146
3528,0.311956
11160,0.000000
2607,0.000245
5781,0.374425
7037,0.373638
2650,0.033121
9350,0.961950
11148,0.999926
11401,0.001148
265,1.000000
12409,0.999331
2901,0.000001
4999,1.000000
7947,0.991703
2686,0.000001
8507,0.000870
10987,0.375293
5690,0.994792
7832,0.000699
7194,0.000230
12337,0.608165
11339,0.649254
6075,0.652763
10660,0.000060
10928,0.000134
7952,0.961146
8666,0.995986
3816,0.993113
7781,0.008573
10496,0.999995
4071,0.999984
9236,0.000059
2797,0.584209
11994,0.000547
3760,0.999802
4083,1.000000
5460,0.037150
1632,1.000000
10766,1.000000
1155,0.999965
2213,0.013238
4832,1.000000
3378,0.999881
5796,0.996768
9610,0.000265
1580,1.000000
2242,0.042414
9761,0.525247
6597,0.000000
664,0.000348
6479,0.000004
4881,0.013931
5194,0.999864
7661,0.000059
6179,0.010154
1557,0.987626
893,1.000000
6024,0.000032
7643,0.999353
5657,0.001183
